train_loss,val_loss,learning_rate
0.13904958367347717,0.006049985460077341,0.0019
0.01883095029431085,0.0021136110791793237,0.0019
0.009378407371696085,0.001501990200127833,0.0019
0.005973087191038454,0.0011133815905150885,0.0019
0.004258279962232337,0.001254506854680725,0.0019
0.0038154425914399327,0.001310354121065197,0.0019
0.0034108584513887763,0.0009275024595598762,0.0019
0.003262656963003489,0.0011824305290177178,0.0019
0.0029138058666527892,0.0011759663735014887,0.0019
0.002671244990779087,0.0008526513254484878,0.0019
0.0025532350341867034,0.0009196342054145554,0.0019
0.0023144426338452223,0.0009085376894710442,0.0019
0.0025992242163435245,0.0010691975252344632,0.0019
0.0024510100057038168,0.0008126698488083023,0.0019
0.002260433663711107,0.0009960284805856645,0.0019
0.002232869458384812,0.0009768532315949695,0.0019
0.0022043629413625847,0.0012500101225808836,0.0019
0.0020432821057814483,0.0011125721995575498,0.0019
0.002304969400089855,0.0009230575322782478,0.001425
0.0020227616497625906,0.0006091321422270715,0.001425
0.0020543740184317963,0.0007216645171865821,0.001425
0.0018050519264458367,0.0005755737768665242,0.001425
0.0017698194278636947,0.0010903808131563263,0.001425
0.0018065421934200761,0.0006467324598746088,0.001425
0.0018050017824862152,0.0005669931191592836,0.001425
0.0017245853654458188,0.0008005407043338681,0.001425
0.0017623286820404851,0.0007650690889791944,0.001425
0.0016884657539776526,0.0006223241574704074,0.001425
0.001710839166965646,0.000608375473977783,0.001425
0.0017115136438709063,0.0005076962932854748,0.001425
0.0017468102421844378,0.0008937429453138835,0.001425
0.0018019446967324864,0.0006068409275030717,0.001425
0.0017113129690793964,0.0005863681872142479,0.001425
0.0017043785890564322,0.0006495742060136623,0.001425
0.0016849662473153633,0.0006136719256084269,0.00106875
0.0015552602199022658,0.0005181484739296138,0.00106875
0.0015593427863980953,0.0005367828651707476,0.00106875
0.0016049678185178589,0.0007123867578159731,0.00106875
0.0015604294909280724,0.0008608198259025812,0.00106875
0.001554084952416209,0.0007591690328599026,0.0008015625
0.0015444025998779883,0.0005054226975726823,0.0008015625
0.0014616195539322993,0.0005609765402578677,0.0008015625
0.0015308469626082418,0.000499326705511731,0.0008015625
0.0014766630100590797,0.0005043489285386526,0.0008015625
0.0014553255969076417,0.0005599921692359763,0.0008015625
0.0015118592758274947,0.0004904386128495949,0.0008015625
0.0014551426521696462,0.0009995157776687008,0.0008015625
0.0015103584213647992,0.0007743379616071112,0.0008015625
0.001512645127271147,0.0005099534486921934,0.0008015625
0.001508870551090998,0.0005578940069356647,0.0008015625
0.0013959398648391167,0.0004949233955882776,0.0006011718749999999
0.0014521676937874872,0.0005215815707253149,0.0006011718749999999
0.0014544978873648991,0.0008218521028398895,0.0006011718749999999
0.0013668635554495267,0.00044253818766894535,0.0006011718749999999
0.0014610461376529807,0.0005539385333227423,0.0006011718749999999
